para_id,doc_id,page_number,para_index_on_page,para_char_count,para_text
DOC_0024_P0003_01,DOC_0024,3,1,2821,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités______183
Believing that the economically more advanced nations should co-operate in assis
ting to the best of their ability the countries in process of economic development;
Recognising that the further expansion of world trade is one of the most important
factors favouring the economic development of countries and the improvement of inter
national economic relations; and
Determined to pursue these purposes in a manner consistent with their obligations
in other international organisations or institutions in which they participate or under
agreements to which they are a party;
Have therefore agreed on the following provisions for the reconstitution of the
Organisation for European Economic Co-operation as the Organisation for Economic
Co-operation and Development:
Article 1.
The aims of the Organisation for Economic Co-operation and
Development (hereinafter called the ""Organisation"") shall be to promote policies de
signed:
(a) to achieve the highest sustainable economic growth and employment and a rising
standard of living in Member countries, while maintaining financial stability, and
thus to contribute to the development of the world economy;
(b) to contribute to sound economic expansion in Member as well as non-member
countries in the process of economic development; and
(c) to contribute to the expansion of world trade on a multilateral, non-discriminatory
basis in accordance with international obligations.
Article 2.
In the pursuit of these aims, the Members agree that they will, both
individually and jointly:
(a) promote the efficient use of their economic resources;
(b) in the scientific and technological field, promote the development of their re
sources, encourage research and promote vocational training;
(c) pursue policies designed to achieve economic growth and internal and external fi
nancial stability and to avoid developments which might endanger their economies
or those of other countries;
(d) pursue their efforts to reduce or abolish obstacles to the exchange of goods and
services and current payments and maintain and extend the liberalisation of capital
movements; and
(e) contribute to the economic development of both Member and non-member countries
in the process of economic development by appropriate means and, in particular, by
the flow of capital to those countries, having regard to the importance to their eco
nomies of receiving technical assistance and of securing expanding export markets.
Article 3.
With a view to achieving the aims set out in article 1 and to fulfilling
the undertakings contained in article 2, the Members agree that they will:
(a) keep each other informed and furnish the Organisation with the information neces
sary for the accomplishment of its tasks;
12736"
DOC_0024_P0004_01,DOC_0024,4,1,2766,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités
185
(b) consult together on a continuing basis, carry out studies and participate in agreed
projects; and
(c) co-operate closely and where appropriate take co-ordinated action.
Article 4.
The Contracting Parties to this Convention shall be Members of the
Organisation.
Article 5.
In order to achieve its aims, the Organisation may:
(a) take decisions which, except as otherwise provided, shall be binding on all the
Members;
(b) make recommendations to Members; and
(c) enter into agreements with Members, non-member States and international organi
sations.
Article 6.
1.
Unless the Organisation otherwise agrees unanimously for special
cases, decisions shall be taken and recommendations shall be made by mutual agreement
of all the Members.
2.
Each Member shall have one vote. If a Member abstains from voting on a
decision or recommendation, such abstention shall not invalidate the decision or
recommendation, which shall be applicable to the other Members but not to the abstain
ing Member.
3.
No decision shall be binding on any Member until it has complied with the
requirements of its own constitutional procedures. The other Members may agree that
such a decision shall apply provisionally to them.
Article 7.
A Council composed of all the Members shall be the body from which
all acts of the Organisation derive. The Council may meet in sessions of Ministers or of
Permanent Representatives.
Article 8.
The Council shall designate each year a Chairman, who shall preside at
its ministerial sessions, and two Vice-Chairmen. The Chairman may be designated to
serve one additional consecutive term.
Article 9.
The Council may establish an Executive Committee and such subsid
iary bodies as may be required for the achievement of the aims of the Organisation.
Article 10.
1.
A Secretary-General responsible to the Council shall be appointed
by the Council for a term of five years. He shall be assisted by one or more Deputy
Secretaries-General or Assistant Secretaries-General appointed by the Council on the
recommendation of the Secretary-General.
2.
The Secretary-General shall serve as Chairman of the Council meeting at ses
sions of Permanent Representatives. He shall assist the Council in all appropriate ways
and may submit proposals to the Council or to any other body of the Organisation.
Article 11.
1.
The Secretary-General shall appoint such staff as the Organisation
may require in accordance with plans of organisation approved by the Council. Staff
regulations shall be subject to approval by the Council.
2.
Having regard to the international character of the Organisation, the
Secretary-General, the Deputy or Assistant Secretaries-General and the staff shall neither"
DOC_0024_P0005_01,DOC_0024,5,1,3049,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités______187
seek nor receive instructions from any of the Members or from any Government or
authority external to the Organisation.
Article 12.
Upon such terms and conditions as the Council may determine, the
Organisation may:
(a) address communications to non-member States or organisations;
(b) establish and maintain relations with non-member States or organisations; and
(c) invite non-member Governments or organisations to participate in activities of the
Organisation.
Article 13.
Representation in the Organisation of the European Communities es
tablished by the Treaties of Paris and Rome of 18th April, 1951', and 25th March,
1957, 2 shall be as defined in Supplementary Protocol No. 1 to this Convention.
Article 14.
1.
This Convention shall be ratified or accepted by the Signatories in
accordance with their respective constitutional requirements.
2.
Instruments of ratification or acceptance shall be deposited with the Govern
ment of the French Republic, hereby designated as depositary Government.
3.
This Convention shall come into force:
(a) before 30th September, 1961, upon the deposit of instruments of ratification or
acceptance by all the Signatories; or
(b) on 30th September, 1961, if by that date fifteen Signatories or more have deposited
such instruments as regards those Signatories; and thereafter as regards any other
Signatory upon the deposit of its instrument of ratification or acceptance;
(c) after 30th September, 1961, but not later than two years from the signature of this
Convention, upon the deposit of such instruments by fifteen Signatories, as regards
those Signatories; and thereafter as regards any other Signatory upon the deposit of
its instrument of ratification or acceptance.
4.
Any Signatory which has not deposited its instrument of ratification or accep
tance when the Convention comes into force may take part in the activities of the
Organisation upon conditions to be determined by agreement between the Organisation
and such Signatory.
Article 15.
When this Convention comes into force the reconstitution of the Or
ganisation for European Economic Co-operation shall take effect, and its aims, organs,
powers and name shall thereupon be as provided herein. The legal personality possessed
by the Organisation for European Economic Co-operation shall continue in the Organi
sation, but decisions, recommendations and resolutions of the Organisation for European
Economic Co-operation shall require approval of the Council to be effective after the
coming into force of this Convention.
Article 16.
The Council may decide to invite any Government prepared to assume
the obligations of membership to accede to this Convention. Such decisions shall be
unanimous, provided that for any particular case the Council may unanimously decide to
permit abstention, in which case, notwithstanding the provisions of article 6, the deci-
1 United Nations, Treaty Series, vol. 261, p. 140.
2 Ibid., vol. 298, pp. 3, 167 and 267.
12736"
DOC_0024_P0006_01,DOC_0024,6,1,1909,"1973____
United Nations — Treaty Series • Nations Unies — Recueil des Traités______189
sion shall be applicable to all the Members. Accession shall take effect upon the deposit
of an instrument of accession with the depositary Government.
Article 17.
Any Contracting Party may terminate the application of this Conven
tion to itself by giving twelve months' notice to that effect to the depositary Govern
ment.
Article 18.
The Headquarters of the Organisation shall be in Paris, unless the
council agrees otherwise.
Article 19.
The legal capacity of the Organisation and the privileges, exemptions,
and immunities of the Organisation, its officials and representatives to it of the Members
shall be as provided in Supplementary Protocol No. 2 to this Convention.
Article 20.
1.
Each year, in accordance with Financial Regulations adopted by
the Council, the Secretary-General shall present to the Council for approval an annual
budget, accounts, and such subsidiary budgets as the Council shall request.
2.
General expenses of the Organisation, as agreed by the Council, shall be ap
portioned in accordance with a scale to be decided upon by the Council. Other expendi
ture shall be financed on such basis as the Council may decide.
Article 21.
Upon the receipt of any instrument of ratification, acceptance or ac
cession, or of any notice of termination, the depositary Government shall give notice
thereof to all the Contracting Parties and to the Secretary-General of the Organisation.
IN WITNESS WHEREOF, the undersigned Plenipotentiaries, duly empowered, have
appended their signatures to this Convention.
DONE in Paris, this fourteenth day of December, Nineteen Hundred and Sixty, in
the English and French languages, both texts being equally authentic, in a single copy
which shall be deposited with the depositary Government, by whom certified copies will
be communicated to all the Signatories.
12736"
DOC_0024_P0007_01,DOC_0024,7,1,831,"190
United Nations — Treaty Series • Nations Unies — Recueil des Traités
1973.
Pour la République fédérale d'Allemagne :
For the Federal Republic of Germany:
LUDWIG ERHARD
ALBERT HILGER VAN SCHERPENBERG
Pour la République d'Autriche :
For the Republic of Austria:
BRUNO KREISKY
Dr. FRITZ BOCK
Pour le Royaume de Belgique :
For the Kingdom of Belgium:
P. WIGNY
R. OCKRENT
Pour le Canada :
For Canada:
DONALD M. FLEMING
GEORGE H. HEES
Pour le Royaume de Danemark :
For the Kingdom of Denmark:
JENS OTTO KRAG
Pour l'Espagne :
For Spain:
FERNANDO M. CASTIELLA
A. ULLASTRES
Pour les Etats-Unis d'Amérique :
For the United States of America:
DOUGLAS DILLON
W. RANDOLPH BURGESS
Pour la République française :
For the French Republic:
M. COUVE DE MURVILLE
BAUMGARTNER
Pour le Royaume de Grèce :
For the Kingdom of Greece:
A. PROTOPAPADAKIS"
DOC_0024_P0008_01,DOC_0024,8,1,968,"1973_____United Nations — Treaty Series • Nations Unies — Recueil des Traités______191
Pour l'Irlande :
For Ireland:
SEÂN 6 LOINSIGH
Pour la République d'Islande :
For the Republic of Iceland:
GYLFI TH. GISLASON
Pour la République italienne :
For the Italian Republic:
GIUSEPPE PELLA
CARLO Russo
Pour le Grand-Duché de Luxembourg :
For thé Grand Duchy of Luxembourg:
E. SCHAUS
Pour le Royaume de Norvège :
For the Kingdom of Norway:
HALYARD LANGE
Pour le Royaume des Pays-Bas :
For the Kingdom of the Netherlands:
J. LUNS
STIKKER
Pour la République portugaise :
For the Portuguese Republic:
J. G. CORREIA DE OLIVEIRA
Pour le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :
For thé United Kingdom of Great Britain and Northern Ireland:
SELWYN LLOYD
Pour le Royaume de Suède :
For the Kingdom of Sweden:
GUNNAR LANGE
Pour la Confederation suisse :
For the Swiss Confederation :
MAX PETITPIERRE
Pour la République de Turquie :
For the Turkish Republic:
ALICAN
12736"
DOC_0024_P0009_01,DOC_0024,9,1,1242,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités
193
SUPPLEMENTARY PROTOCOL No. 1 TO THE CONVENTION ON THE ORGANISATION
FOR ECONOMIC CO-OPERATION AND DEVELOPMENT
The signatories of the Convention on the Organisation for Economic Co-operation and
Development;
Have agreed as follows:
1.
Representation in the Organisation for Economic Co-operation and Development of the
European Communities established by the Treaties of Paris and Rome of 18th April, 1951, and
25th March, 1957, shall be determined in accordance with the institutional provisions of those
Treaties.
2.
The Commissions of the European Economic Community and of the European Atomic
Energy Community as well as the High Authority of the European Coal and Steel Commimity
shall take part in the work of that Organisation.
IN WITNESS WHEREOF, the undersigned Plenipotentiaries, duly empowered, have appended
their signatures to this Protocol.
DONE in Paris, this fourteenth day of December, Nineteen Hundred and Sixty, in the English^
and French languages, both texts being equally authentic, in a single copy which shall be depos
ited with the Government of the French RepubMc, by whom certified copies will be communicated
to all the Signatories.
12736"
DOC_0024_P0010_01,DOC_0024,10,1,834,"194
United Nations — Treaty Series • Nations Unies — Recueil des Traités ____1973
Pour la République Fédérale d'Allemagne :
For the Federal Republic of Germany:
LUDWIG ERHARD
ALBERT HILGER VAN SCHERPENBERG
Pour la République d'Autriche :
For the Republic of Austria:
BRUNO KREISKY
DR. FRITZ BOCK
Pour le Royaume de Belgique :
For the Kingdom of Belgium:
P. WIGNY
R. OCKRENT
Pour le Canada :
For Canada:
DONALD M. FLEMING
GEORGE H. HEES
Pour le Royaume de Danemark :
For the Kingdom of Denmark:
JENS OTTO KRAG
Pour l'Espagne :
For Spain:
FERNANDO M. CASTIELLA
A. ULLASTRES
Pour les Etats-Unis d'Amérique :
For the United States of America:
DOUGLAS DILLON
W. RANDOLPH BURGESS
Pour la République française :
For the French Republic:
M. COUVE DE MURVILLE
BAUMGARTNER
Pour le Royaume de Grèce :
For the Kingdom of Greece:
A. PROTOPAPADAKIS"
DOC_0024_P0011_01,DOC_0024,11,1,957,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités
195
Pour l'Irlande :
For Ireland:
SEÂN 6 LOINSIGH
Pour la République d'Islande :
For the Republic of Iceland:
GYLFI TH. GISLASON
Pour la République italienne :
For the Italian Republic:
GIUSEPPE PELLA
CARLO Russo
Pour le Grand-Duché de Luxembourg :
For thé Grand Duchy of Luxembourg:
E. SCHAUS
Pour le Royaume de Norvège :
For the Kingdom of Norway:
HALYARD LANGE
Pour le Royaume des Pays-Bas :
For the Kingdom of the Netherlands:
J. LUNS
STIKKER
Pour la République portugaise :
For the Portuguese Republic:
J. G. CORREIA DE OUVEIRA
Pour le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :
For thé United Kingdom of Great Britain and Northern Ireland:
SELWYN LLOYD
Pour le Royaume de Suède :
For the Kingdom of Sweden:
GUNNAR LANGE
Pour la Confédération suisse :
For the Swiss Confederation:
MAX PETITPIERRE
Pour la République de Turquie :
For the Turkish Republic:
ALICAN
12736"
DOC_0024_P0012_01,DOC_0024,12,1,1937,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités
197
SUPPLEMENTARY PROTOCOL No. 2 TO THE CONVENTION ON THE ORGANISATION
FOR ECONOMIC CO-OPERATION AND DEVELOPMENT
The signatories of the Convention on the Organisation for Economic Co-operation and De
velopment (hereinafter called the ""Organisation""),
Have agreed as follows:
The Organisation shall have legal capacity and the Organisation, its officials, and representa
tives to it of the Members shall be entitled to privileges, exemptions, and immunities as follows:
(a) in the territory of the Contracting Parties to the Convention for European Economic Co-op
eration of 16th April, 1948' the legal capacity, privileges, exemptions, and immunities
provided for in Supplementary Protocol No. I to that Convention;
(b) in Canada, the legal capacity, privileges, exemptions, and immunities provided for in any
agreement or arrangement on legal capacity, privileges, exemptions, and immunities entered
into between the Government of Canada and the Organisation;
(c) in the United States, the legal capacity, privileges, exemptions, and immunities under the
International Organisations Immunities Act provided for in Executive Order No. 10133 of
27th June, 1950; and
(d) elsewhere, the legal capacity, privileges, exemptions, and immunities provided for in any
agreement or arrangement on legal capacity, privileges, exemptions, and immunities entered
into between the Government concerned and the Organisation.
IN WITNESS WHEREOF, the undersigned Plenipotentiaries, duly empowered, have appended
their signatures to this Protocol.
DONE in Paris, this fourteenth day of December, Nineteen Hundred and Sixty, in the English
and French languages, both texts being equally authentic, in a single copy which shall be deposited
with the Government of the French Republic, by whom certified copies will be communicated
to all the Signatories.
' See p. 141 of this volume."
DOC_0024_P0013_01,DOC_0024,13,1,951,"198
United Nations — Treaty Series • Nations Unies — Recueil des Traités
1973
Pour la République fédérale d'Allemagne :
For the Federal Republic of Germany:
LUDWIG ERHARD
ALBERT HILGER VAN SCHERPENBERG
Pour la République d'Autriche :
For the Republic of Austria:
BRUNO KREISKY
DR. FRITZ BOCK
Pour le Royaume de Belgique :
For the Kingdom of Belgium:
P. WIGNY
R. OCKRENT
Pour le Canada :
For Canada:
DONALD M. FLEMING
GEORGE H. HEES
Pour le Royaume de Danemark :
For the Kingdom of Denmark:
J. O. KRAG
Pour l'Espagne :
For Spain:
FERNANDO M. CASTIELLA
A. ULLASTRES
Pour les Etats-Unis d'Amérique :
For the United States of America:
DOUGLAS DILLON
W. RANDOLPH BURGESS
Pour la République française :
For the French Republic:
M. COUVE DE MURVILLE
BAUMGARTNER
Pour le Royaume de Grèce :
For the Kingdom of Greece:
A. PROTOPAPADAKIS
Pour l'Irlande :
For Ireland:
SEÂN 6 LOINSIGH
Pour la République d'Islande :
For the Republic of Iceland:
GYLFI TH. GISLASON"
DOC_0024_P0014_01,DOC_0024,14,1,826,"1973
United Nations — Treaty Series • Nations Unies — Recueil des Traités
199
Pour la République italienne :
For the Italian Republic:
GiusEppE PELLA
CARLO Russo
Pour le Grand-Duché de Luxembourg:
For thé Grand Duchy of Luxembourg:
E. SCHAUS
Pour le Royaume de Norvège :
For the Kingdom of Norway:
HALVARD LANGE
Pour le Royaume des Pays-Bas :
For the Kingdom of the Netherlands:
J. LUNS
STIKKER
Pour la République portugaise :
For the Portuguese Republic:
J. G. CORREIA DE OLIVEIRA
Pour le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord :
For thé United Kingdom of Great Britain and Northern Ireland:
SELWYN LLOYD
Pour le Royaume de Suède :
For the Kingdom of Sweden:
GUNNAR LANGE
Pour la Confédération suisse :
For the Swiss Confederation:
MAX PETITPIERRE
Pour la République de Turquie :
For the Turkish Republic:
ALJCAN"
DOC_0025_P0001_01,DOC_0025,1,1,1,1
DOC_0025_P0001_02,DOC_0025,1,2,150,"Functions, operating principles and institutional arrangements of
the Intergovernmental Science-Policy Platform on Biodiversity and
Ecosystem Services"
DOC_0025_P0001_03,DOC_0025,1,3,174,"Adopted by the second session of the plenary meeting to determine the modalities and institutional
arrangements for IPBES, held from 16 – 21 April 2012 in Panama City, Panama"
DOC_0025_P0001_04,DOC_0025,1,4,3125,"I.
Functions of the Platform
1. The Platform’s objective is to strengthen the science-policy interface for biodiversity and
ecosystem services for the conservation and sustainable use of biodiversity, long-term human wellbeing and sustainable development, with the following functions:
(a) Focusing on Government needs and based on priorities established by the Plenary, the
Platform responds to requests from Governments, including those conveyed to it by multilateral
environmental agreements related to biodiversity and ecosystem services as determined by their
respective governing bodies. The Plenary welcomes inputs and suggestions from, and the
participation of, United Nations bodies related to biodiversity and ecosystem services as determined
by their respective governing bodies. The Plenary also encourages and takes into account, as
appropriate, inputs and suggestions made by relevant stakeholders, such as other intergovernmental
organizations, international and regional scientific organizations, environment trust funds, nongovernmental organizations, indigenous peoples and local communities and the private sector. To
facilitate this, and to ensure that the work programme of the Platform is focused and efficient, a
process to receive and prioritize requests, inputs and suggestions will be established by the Plenary;
(b) The Platform identifies and prioritizes key scientific information needed for policymakers
at appropriate scales and catalyses efforts to generate new knowledge by engaging in dialogue with
key scientific organizations, policymakers and funding organizations, but should not directly
undertake new research;
(c) The Platform performs regular and timely assessments of knowledge on biodiversity and
ecosystem services and their interlinkages, which should include comprehensive global, regional
and, as necessary, subregional assessments and thematic issues at appropriate scales and new topics
identified by science and as decided upon by the Plenary. These assessments must be scientifically
credible, independent and peer-reviewed, and must identify uncertainties. There should be a clear
and transparent process for sharing and incorporating relevant data. The Platform maintains a
catalogue of relevant assessments, identifies the need for regional and subregional assessments and
helps to catalyse support for subregional and national assessments, as appropriate;
(d) The Platform supports policy formulation and implementation by identifying policyrelevant tools and methodologies, such as those arising from assessments, to enable decision makers
to gain access to those tools and methodologies and, where necessary, to promote and catalyse their
further development;
(e) The Platform prioritizes key capacity-building needs to improve the science-policy
interface at appropriate levels and then provides and calls for financial and other support for the
highest-priority needs related directly to its activities, as decided by the Plenary, and catalyses
financing for such capacity-building activities by providing a forum with conventional and potential
sources of funding."
DOC_0025_P0001_05,DOC_0025,1,5,403,"II.
Operating principles of the Platform
2. In carrying out its work the Platform will be guided by the following operating principles:
(a) Collaborate with existing initiatives on biodiversity and ecosystem services, including
multilateral environment agreements, United Nations bodies and networks of scientists and
knowledge holders, to fill gaps and build upon their work while avoiding duplication;"
DOC_0025_P0002_01,DOC_0025,2,1,1,2
DOC_0025_P0002_02,DOC_0025,2,2,1727,"(b) Be scientifically independent and ensure credibility, relevance and legitimacy through
peer review of its work and transparency in its decision-making processes;
(c) Use clear, transparent and scientifically credible processes for the exchange, sharing and
use of data, information and technologies from all relevant sources, including non-peer-reviewed
literature, as appropriate;
(d) Recognize and respect the contribution of indigenous and local knowledge to the
conservation and sustainable use of biodiversity and ecosystems;
(e) Provide policy-relevant information, but not policy-prescriptive advice, mindful of the
respective mandates of the multilateral environmental agreements;
(f) Integrate capacity-building into all relevant aspects of its work according to priorities
decided by the Plenary;
(g) Recognize the unique biodiversity and scientific knowledge thereof within and among
regions and the need for the full and effective participation of developing countries and balanced
regional representation and participation in its structure and work;
(h) Take an interdisciplinary and multidisciplinary approach that incorporates all relevant
disciplines, including social and natural sciences;
(i) Recognize the need for gender equity in all relevant aspects of its work;
(j) Address terrestrial, marine and inland water biodiversity and ecosystem services and their
interactions;
(k) Ensure the full use of national, subregional and regional assessments and knowledge, as
appropriate, including by ensuring a bottom-up approach.
3. The Platform’s efficiency and effectiveness will be independently reviewed and evaluated on a
periodic basis as decided by the Plenary, with adjustments to be made as necessary."
DOC_0025_P0002_03,DOC_0025,2,3,48,"III.
Institutional arrangements for the Platform"
DOC_0025_P0002_04,DOC_0025,2,4,65,"A.
Plenary
4. The Plenary is the Platform’s decision-making body."
DOC_0025_P0002_05,DOC_0025,2,5,138,"1.
Membership
5. The Platform is open to States Members of the United Nations, who may become members by
expressing their intent to do so."
DOC_0025_P0002_06,DOC_0025,2,6,706,"2.
Participation of States not members of the Platform, United Nations bodies and other
intergovernmental and non-governmental organizations
6. Any State not a member of the Platform, any United Nations body and any other body,
organization or agency, whether national or international, governmental, intergovernmental or nongovernmental, [including any organization of][accredited representative of]  indigenous peoples and
local communities, which is qualified in matters covered by the Platform, and which has informed
the secretariat of the Platform of its wish to be represented at sessions of the Plenary, may participate
in the Platform as an observer, subject to the Platform’s rules of procedures."
DOC_0025_P0002_07,DOC_0025,2,7,695,"3.
Functions
7. The functions of the Plenary include:
(a) Acting as the Platform’s decision-making body;
(b) Responding to requests from Governments, including those conveyed to it by multilateral
environmental agreements related to biodiversity and ecosystem services as determined by their
respective governing bodies;
(c) Welcoming inputs and suggestions from, and the participation of, United Nations bodies
related to biodiversity and ecosystem services as determined by their respective governing bodies;
(d) Encouraging and taking into account, as appropriate, inputs and suggestions made by
relevant stakeholders, such as other intergovernmental organizations, international and regional"
DOC_0025_P0003_01,DOC_0025,3,1,1,3
DOC_0025_P0003_02,DOC_0025,3,2,1459,"scientific organizations, environmental trust funds, non-governmental organizations, indigenous
peoples and local communities and the private sector;
(e) Ensuring the active and efficient participation of civil society in the Plenary;
(f) Selecting one Chair and four Vice-Chairs, taking due account of the principle of
geographical balance among the five United Nations regions, based on criteria, a nomination process
and length of service to be decided by the Plenary;
(g) Selecting members of any subsidiary body, taking due account of the principle of
geographical balance among the five United Nations regions, based on criteria, a nomination process
and length of service to be decided by the Plenary;
(h) Approving a budget and overseeing the allocation of the trust fund;
(i) Deciding on an evaluation process for independently reviewing the Platform’s efficiency
and effectiveness on a periodic basis;
(j) Adopting a programme of work for the Platform, including on knowledge generation,
assessments, policy support and capacity-building;
(k) Establishing subsidiary bodies and working groups as appropriate;
(l) Setting up a transparent peer review process for the production of reports by the Platform;
(m) Deciding on a process for defining the scope of reports and for the adoption or approval
of any reports produced by the Platform (following agreement on the work programme);
(n) Adopting and amending rules of procedures and financial rules."
DOC_0025_P0003_03,DOC_0025,3,3,26,"4.
Officers of the Plenary"
DOC_0025_P0003_04,DOC_0025,3,4,424,"(a)
Composition
8. With regard to the officers of the Plenary, one Chair and four Vice-Chairs will be selected by
Governments that are members of the Plenary, taking due account of geographical balance among
the five United Nations regions. Guidelines covering the nomination process, length of service and
any rotation of the Chair of the Plenary among the regions are provided for in the rules of procedure
of the Plenary."
DOC_0025_P0003_05,DOC_0025,3,5,598,"(b)
Functions
9. As set out in the rules of procedure and as decided and directed by the Plenary, the functions of the
Chair include the following:
(a)
Presiding over meetings of the Plenary;
(b)
Chairing the Bureau of the Plenary;
(c)
Representing the Platform as its Chair.
10.
As set out in the rules of procedure and as decided and directed by the Plenary, the
functions to be carried out by the Vice-Chairs include the following:
(a)
Serving as rapporteur of the Plenary;
(b)
Participating in the work of the Bureau;
(c)
Acting as the representative of the Platform as Vice-Chair as necessary."
DOC_0025_P0003_06,DOC_0025,3,6,561,"(c)
Guidelines for the nomination and selection of the Chair and Vice-Chairs
11.
The following guidelines will be taken into account in the processes for nominating and
selecting the Chair and Vice-Chairs of the Plenary:
(a)
Ability to carry out the agreed functions of the Chair and Vice-Chairs;
(b)
Scientific expertise in biodiversity and ecosystem services with regard to both natural
and social sciences among the officers of the Plenary;
(c)
Scientific, technical or policy expertise and knowledge of the main elements of the
Platform’s programme of work;"
DOC_0025_P0004_01,DOC_0025,4,1,1,4
DOC_0025_P0004_02,DOC_0025,4,2,550,"(d)
Experience in communicating, promoting and incorporating science into policy
development processes;
(e)
Ability both to lead and work in international scientific and policy processes.
12.
The guidelines for the selection of officers by the Plenary might need to be viewed in the
light of the programme of work adopted by the Plenary and agreement on the work programme. The
extent to which the skills of the Chair and the Vice-Chairs complement one another might also need
to be taken into consideration in the nomination and selection processes."
DOC_0025_P0004_03,DOC_0025,4,3,2531,"B.
Administrative and scientific functions to facilitate the work of the Platform
13.
One or more subsidiary bodies will be established by, and report to, the Plenary to
support the smooth, effective and timely operation of the Platform. The subsidiary body or bodies
will, as decided by the Plenary, provide administrative and scientific oversight and facilitate the
operations of the Platform.
14.
Such administrative functions include:
(a) Addressing requests related to the Platform’s programme of work and products that
require attention by the Platform between sessions of the Plenary;
(b) Overseeing communication and outreach activities;
(c) Reviewing progress in the implementation of decisions of the Plenary, if so directed by
the Plenary;
(d) Monitoring the secretariat’s performance;
(e) Organizing and helping to conduct the sessions of the Plenary;
(f) Reviewing the observance of the Platform’s rules and procedures;
(g) Reviewing the management of resources and observance of financial rules and reporting
thereon to the Plenary;
(h) Advising the Plenary on coordination between the Platform and other relevant
institutions;
(i) Identifying donors and developing partnership arrangements for the implementation of
the Platform’s activities.
15.
Such scientific and technical functions include:
(a) Providing advice to the Plenary on scientific and technical aspects of the Platform’s
programme of work;
(b) Providing advice and assistance on technical and/or scientific communication matters;
(c) Managing the Platform’s peer-review process to ensure the highest levels of scientific
quality, independence and credibility for all products delivered by the Platform at all stages of the
process;
(d) Engaging the scientific community and other knowledge holders with the work
programme, taking into account the need for different disciplines and types of knowledge, gender
balance, and effective contribution and participation by experts from developing countries;
(e) Assuring scientific and technical coordination among structures set up under the Platform
and facilitating coordination between the Platform and other related processes to build upon existing
efforts;
(f) [Exploring approaches to facilitating the sharing and transfer of technology in the context
of assessment, knowledge generation and capacity-building according to the work programme of the
Platform;]
(g) Exploring ways and means to bring different knowledge systems, including indigenous
knowledge systems, into the science-policy interface."
DOC_0025_P0005_01,DOC_0025,5,1,1,5
DOC_0025_P0005_02,DOC_0025,5,2,1128,"C.
Subsidiary bodies of the Plenary
16.
The following subsidiary bodies of the Plenary will be established:
(a) A Bureau comprising the Chair and four Vice-Chairs and five additional officers that will
oversee the administrative functions listed above;
(b) A Multidisciplinary Expert Panel that will carry out the scientific and technical functions
listed above. An interim arrangement for the membership of the Panel will be put in place until the
final regional structure and expert composition of the Panel is determined by the Plenary. The
interim membership will be based on equal representation of five participants from each of the five
United Nations regions, and the arrangement will be in place for not more than a two-year period in
order to allow the final regional structure and expert composition to be agreed at a session of the
Plenary. [The Chair and four Vice-Chairs will also be members of the Panel.] The chairs of the
scientific subsidiary bodies of the multilateral environmental agreements related to biodiversity and
ecosystem services and the Intergovernmental Panel on Climate Change will be observers."
DOC_0025_P0005_03,DOC_0025,5,3,2869,"[D.
Working groups
17.
In addition to the above subsidiary bodies, and depending on the decisions related to their
establishment, the Plenary might establish working groups or other structures to implement the
Platform’s work programme. The functions to be performed by such groups or structures could
include:
(a) Identifying and prioritizing key scientific information needed for policymakers and
catalysing efforts to generate new knowledge (without undertaking new research);
(b) Performing regular and timely assessments of knowledge on biodiversity and ecosystem
services [and functions]and their interlinkages, which might include comprehensive global, regional
and, as necessary, subregional assessments, thematic issues at appropriate scales and new topics
identified by science;
(c) Identifying policy-relevant tools and methodologies, such as those arising from
assessments, enabling decision makers to gain access to those tools and methodologies and, where
necessary, promoting and catalysing their further development;
(d) Prioritizing capacity-building needs to improve the science-policy interface at appropriate
levels and then providing and calling for financial and other support for the highest-priority needs
related directly to its activities, as decided by the Plenary, and catalysing financing for such capacitybuilding activities by providing a forum with conventional and potential sources of funding.
18.
While recognizing that any agreement to establish working groups would take place only
after more detailed discussion of the work programme, preliminary options for the establishment of
working groups or other structures to deliver the Platform’s work programme might include:
(a) Option 1: Two working groups are established, one to undertake assessments, generate
knowledge and support policy, and the other to oversee the capacity-building work on the Platform
in relation to knowledge generation, assessment and policy support. Both working groups are
established with geographic, disciplinary and gender balance;
(b) Option 2: Two working groups are established, one to undertake assessments and the
other to oversee the work on knowledge generation, policy support and capacity-building. Both
working groups are established with geographic, disciplinary and gender balance;
(c) Option 3: Regional structures are established (whether working groups or centres), to
oversee the full programme of work (knowledge generation, assessment, policy support and
capacity-building) at the regional level. Regional working groups would comprise regional experts
with gender, disciplinary and within-region geographic balance. In addition, ad hoc and time-bound
working groups might be formed to undertake global and/or thematic assessments. Such global
and/or thematic groups would be formed with geographic, disciplinary and gender balance.]"
DOC_0025_P0006_01,DOC_0025,6,1,1,6
